Datum 1. registrace,Datum 1. registrace v ČR,ZTP,ES/EU,Druh vozidla,Druh vozidla 2. ř.,Kategorie vozidla,Tovární značka,Typ,Varianta,Verze,VIN,Obchodní označení,Výrobce vozidla,Výrobce motoru,Typ motoru,Max. výkon [kW] / [min⁻¹],Palivo,Zdvihový objem [cm³],Plně elektrické vozidlo,Hybridní vozidlo,Třída hybridního vozidla,Emisní limit [EHKOSN/EHSES],Stupeň plnění emisní úrovně,Korigovaný součinitel absorbce [m⁻¹],CO2 město /mimo město/kombinované [g.km-1],Specifické CO2,Snížení emisí – NEDC,Snížení emisí – WLTP,Spotřeba předpis,Spotřeba město /mimo město/kombinovaná [l.100km⁻¹],Spotřeba při rychlosti [l.100 km⁻¹],Spotřeba el. mobil [Wh/km] – Z,Dojezd ZR [km],Výrobce karoserie,Druh (typ),Výrobní číslo karoserie,Barva,Barva doplňková,Počet míst celkem / k sezení / k stání,Celková délka/šířka/výška [mm],Rozvor [mm],Rozchod [mm],Provozní hmotnost,Největší technicky přípustná/povolená hmotnost [kg],Největší technicky přípustná/povolená hmotnost na nápravu [kg],Největší technicky přípustná/povolená hmotnost přípojného vozidla [kg] brzděného,Největší technicky přípustná/povolená hmotnost přípojného vozidla [kg] nebrzděného,Největší technicky přípustná/povolená hmotnost jízdní soupravy [kg],Hmotnosti vozidla při testu WLTP,Průměrná hodnota užitečného zatížení,Spojovací zařízení - druh,Počet náprav - z toho poháněných,Kola a pneumatiky na nápravě - rozměry/montáž [N.1; N.2; N.3; N.4],Vnější hluk vozidla [dB(A)] - stojícího při ot. [min⁻¹],Za jízdy,Nejvyšší rychlost [km.h⁻¹],Poměr Výkon/Hmotnost [kW.kg⁻¹],Inovativní technologie,Stupeň dokončení,Faktor odchylky - DE,Faktor verifikace - Vf,Účel vozidla,Další záznamy,Alternativní provedení,Číslo TP,Číslo ORV,Druh RZ,Zařazení vozidla,Status,PČV,ABS,Airbag,ASR,Brzdy nouzová,Brzdy odlehčovací,Brzdy parkovací,Brzdy provozní,Doplňkový text na TP,Hmotnosti provozní Do,Hmotnosti zatížení SZ,Hmotnosti zatížení SZ typ,Hydropohon,Objem cisterny,Zatížení střechy,Číslo motoru,Nejvyšší rychlost omezení,Ovládání brzd SZ,Ovládání brzd SZ druh,Retarder,Rok výroby,Délka do,Ložná délka,Ložná šířka,Výška do,Typ kód,RM zániku,Stupeň autonomity vozidla,Varianta RZ
1987-01-01,1992-05-06,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L / ",,,H3521148,.,.,.,742.10,0 / 0,BA 90,1046,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,H3521148,MODROZEL-SVĚTLÁ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AI229495,,OSOBNÍ,RSV,ZÁNIK,31,,,,False,False,False,False,vozidlo odcizeno dne 12.10.1997 rumburk         ORDC-425/RBK-TČ-97,,,,,0,0,938360/1,,,,,1987,,0,0,,,SOKOLOV,Neuvedeno,
1974-06-10,1974-06-10,656,,OSOBNÍ AUTOMOBIL,.,M1,.,"FIAT 125 P 1300 / ",,,299031,.,.,.,116 C.076,0 / 0,BA 96,1295,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,299031,MODRÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",980,1370/ 1370,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AD488270,,OSOBNÍ,RSV,PROVOZOVANÉ,32,,,,False,False,False,False,,,,,,0,0,139615,,,,,1974,,0,0,,,,Neuvedeno,
1984-01-01,1992-06-18,800-001-71,,OSOBNÍ AUTOMOBIL,.,M1,.,"DACIA 1310 / ",,,867676,.,.,.,810-99,0 / 0,BA 96,1289,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,867676,ZELENÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",960,1360/ 1360,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AH354363,AAB607431,OSOBNÍ,RSV,ZÁNIK,33,,,,False,False,False,False,OTP nevydáno.,,,,,0,0,846852,,,,,1984,,0,0,,,MNICHOVO HRADIŠTĚ,Neuvedeno,
1978-01-01,1998-04-22,870,,OSOBNÍ AUTOMOBIL,.,M1,.,"VAZ 2103 / ",,,832418,.,.,.,VAZ 2103,0 / 0,BA 96,1452,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,832418,ŠEDÁ-ZÁKLADNÍ,MODRÁ-ZÁKLADNÍ,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",1020,1420/ 1420,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AK621211,AAE107657,OSOBNÍ,RSV,ZÁNIK,34,,,,False,False,False,False,,,,,,0,0,2923544,,,,,1978,,0,0,,,MD (vozidlo bez RM),Neuvedeno,
1979-07-02,1979-07-02,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L / ",,,2072536,.,.,.,742.10,0 / 0,BA 90,1046,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,2072536,ZELENÁ-TMAVÁ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AE695916,AAE148005,OSOBNÍ,RSV,ZÁNIK,35,,,,False,False,False,False,,,,,,0,0,087294/1,,,,,1979,,0,0,,,,Neuvedeno,
1973-04-26,1973-04-26,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L / ",,,2084910,.,.,.,742.10,0 / 0,BA 90,1046,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,2084910,BÍLÁ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AD103621,,OSOBNÍ,RSV,ZÁNIK,36,,,,False,False,False,False,EMISE 6/2002,,,,,0,0,501741/1,,,,,1973,,0,0,,,ÚSTÍ NAD LABEM,Neuvedeno,
1977-05-23,1977-05-23,780,,OSOBNÍ AUTOMOBIL,.,M1,.,"VAZ 2101 / ",,,2183254,.,.,.,VAZ 2101,0 / 0,BA 96,1198,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,2183254,MODRÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",945,1345/ 1345,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AE442531,,OSOBNÍ,RSV,PROVOZOVANÉ,37,,,,False,False,False,False,,,,,,0,0,2406702,,,,,1977,,0,0,,,,Neuvedeno,
1986-11-27,1986-11-27,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L / ",,,TMB10MOOLH3383207,.,.,.,742.10,0 / 0,BA 90,1046,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,TMB10MOOLH3383207,MODRÁ-SVĚTLÁ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AI235760,,OSOBNÍ,RSV,ZÁNIK,38,,,,False,False,False,False,,,,,,0,0,,,,,,1986,,0,0,,,MD (vozidlo bez RM),Neuvedeno,
1987-01-01,1987-01-01,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L / ",,,TMB10M00LJ3587519,.,.,.,742.10,0 / 0,BA 90,1046,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,TMB10M00LJ3587519,HNĚDÁ-TMAVÁ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AI572560,UAD930346,STD. SILNIČNÍ,RSV,ZÁNIK,39,,,,False,False,False,False,,,,,,0,0,5778174/105,,,,,1987,,0,0,,,IVANČICE,Neuvedeno,
1985-01-01,1988-02-11,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L / ",,,TMB10MOOLG3205929,.,.,.,742.10,0 / 0,BA 90,1046,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,TMB10MOOLG3205929,ČERVENÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AH778186,AAD829942,OSOBNÍ,RSV,ZÁNIK,40,,,,False,False,False,False,vozidlo po DN,,,,,0,0,370557/1,,,,,1985,,0,0,,,MD (vozidlo bez RM),Neuvedeno,
1974-01-01,1980-10-14,656,,OSOBNÍ AUTOMOBIL,.,M1,.,"FIAT 125 P 1300 / ",,,347901,.,.,.,116 C.076,0 / 0,BA 96,1295,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,347901,HNĚDÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",980,1370/ 1370,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AD494032,,OSOBNÍ,RSV,ZÁNIK,41,,,,False,False,False,False,,,,,,0,0,268712,,,,,1974,,0,0,,,CHOMUTOV,Neuvedeno,
1975-01-01,1977-12-12,656,,OSOBNÍ AUTOMOBIL,.,M1,.,"FIAT 125 P 1300 / ",,,437817,.,.,.,116 C.076,0 / 0,BA 96,1295,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,437817,HNĚDÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",980,1370/ 1370,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AE039197,,OSOBNÍ,RSV,ZÁNIK,42,,,,False,False,False,False,,,,,,0,0,181311,,,,,1975,,0,0,,,ORLOVÁ,Neuvedeno,
1978-01-01,1998-05-13,,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 120 L / ",,,1846977,.,.,.,ŠKODA 742.12,0 / 0,BA 91,1174,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,1846977,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AE591062,AAE133099,OSOBNÍ,RSV,ZÁNIK,43,,,,False,False,False,False,,,,,,0,0,5949473,,,,,1978,,0,0,,,,Neuvedeno,
1981-09-18,1981-09-18,,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 120 L / ",,,C2468597,.,.,.,ŠKODA 742.12,0 / 0,BA 91,1174,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,C2468597,HNĚDÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AG120022,,OSOBNÍ,RSV,ZÁNIK,44,,,,False,False,False,False,,,,,,0,0,500665/2,,,,,1981,,0,0,,,DĚČÍN,Neuvedeno,
1987-01-01,1988-02-23,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L / ",,,TMB10MOOLJ3559747,.,.,.,742.10,0 / 0,BA 90,1046,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,TMB10MOOLJ3559747,MODROZEL-SVĚTLÁ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AI565878,AAE540687,OSOBNÍ,RSV,PROVOZOVANÉ,45,,,,False,False,False,False,,,,,,0,0,5747753/105,,,,,1987,,0,0,,,,Neuvedeno,
1983-11-30,1983-11-30,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L / ",,,TMB10M00LE2849623,.,.,.,742.10,0 / 0,BA 90,1046,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,TMB10M00LE2849623,ORANŽOVÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AH042803,AAH468330,OSOBNÍ,RSV,ZÁNIK,46,,,,False,False,False,False,,,,,,0,0,898498/1,,,,,1983,,0,0,,,MD (vozidlo bez RM),Neuvedeno,
1977-01-01,1988-01-11,870,,OSOBNÍ AUTOMOBIL,.,M1,.,"VAZ 2103 / ",,,0777655,.,.,.,VAZ 2103,0 / 0,BA 96,1452,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,0777655,MODRÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",1020,1420/ 1420,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AE951405,AAD412123,OSOBNÍ,RSV,ZÁNIK,47,,,,False,False,False,False,,,,,,0,0,1922709,,,,,1977,,0,0,,,MILEVSKO,Neuvedeno,
1987-01-01,1988-03-10,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L / ",,,TMB10MOOLJ3556998,.,.,.,742.10,0 / 0,BA 90,1046,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,TMB10MOOLJ3556998,MODROZEL-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AI565391,,OSOBNÍ,RSV,ZÁNIK,48,,,,False,False,False,False,doč. vyř. pod č.j. 16/06,,,,,0,0,5746411/105,,,,,1987,,0,0,,,ŽAMBERK,Neuvedeno,
1980-01-01,1989-12-18,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,D2668331,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,D2668331,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AG091608,AAD613647,OSOBNÍ,RSV,ZÁNIK,49,False,,False,True,False,True,True,,,,,,0,50,289673/2,,,,,1980,,0,0,,TMB12M00L,MD (vozidlo bez RM),Neuvedeno,
1971-01-01,1987-09-01,656,,OSOBNÍ AUTOMOBIL,.,M1,.,"FIAT 125 P 1300 / ",,,93744,.,.,.,116 C.076,0 / 0,BA 96,1295,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,93744,MODRÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",980,1370/ 1370,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AC781610,,OSOBNÍ,RSV,ZÁNIK,50,,,,False,False,False,False,,,,,,0,0,44662,,,,,1971,,0,0,,,ŘÍČANY,Neuvedeno,
1985-01-01,1999-08-03,800-001-71,,OSOBNÍ AUTOMOBIL,.,M1,.,"DACIA 1310 / ",,,885220,.,.,.,810-99,0 / 0,BA 96,1289,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,885220,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",960,1360/ 1360,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AO118920,AAF907042,OSOBNÍ,RSV,ZÁNIK,51,,,,False,False,False,False,"tz 0621  LURTZ PAUL EDUARD, 27.9.1967, TRLICOVA 59  NOVý JIčíN",,,,,0,0,K228535,,,,,1985,,0,0,,,,Neuvedeno,
1988-07-06,1988-07-06,1482,,OSOBNÍ AUTOMOBIL,.,M1,.,"DACIA 1310 TX / ",,,2180050,.,.,.,810-99,0 / 0,BA 96,1289,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,2180050,ŠEDÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",960,1360/ 1360,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AI510150,,OSOBNÍ,RSV,ZÁNIK,52,,,,False,False,False,False,barva šedomodrá,,,,,0,0,1082632,,,,,1988,,0,0,,,MOST,Neuvedeno,
1978-01-01,1983-12-22,,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 120 L / ",,,E2812465,.,.,.,ŠKODA 742.12,0 / 0,BA 91,1174,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,E2812465,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AE724079,AAF744152,OSOBNÍ,RSV,ZÁNIK,53,,,,False,False,False,False,"T.z.v.č.8138,12.4.00-OTP-PNEU-14.9.00-SKART.    D 2999",,,,,0,0,992218/2,,,,,1978,,0,0,,,OPAVA,Neuvedeno,
1976-01-01,1987-07-02,870,,OSOBNÍ AUTOMOBIL,.,M1,.,"VAZ 2103 / ",,,0208702,.,.,.,VAZ 2103,0 / 0,BA 96,1452,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,0208702,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",1020,1420/ 1420,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AE840724,,OSOBNÍ,RSV,VÝVOZ,54,,,,False,False,False,False,"tiourin dmitrij - 14.10.1965                    moskva, železnodorožný 130                      ukrajina",,,,,0,0,2986402,,,,,1976,,0,0,,,,Neuvedeno,
1983-09-19,1983-09-19,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L / ",,,TMB10M00LE2818295,.,.,.,742.10,0 / 0,BA 90,1046,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,TMB10M00LE2818295,ŽLUTÁ-SVĚTLÁ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AH036719,AAK990156,OSOBNÍ,RSV,ZÁNIK,55,,,,False,False,False,False,,,,,,0,0,864357/1,,,,,1983,,0,0,,,BLANSKO,Neuvedeno,
1985-01-01,1988-07-13,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L / ",,,TMB10M00LF3077320,.,.,.,742.10,0 / 0,BA 90,1046,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,TMB10M00LF3077320,MODRÁ-PASTEL,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AH506327,AAB528118,OSOBNÍ,RSV,ZÁNIK,56,,,,False,False,False,False,,,,,,0,0,208219/1,,,,,1985,,0,0,,,KROMĚŘÍŽ,Neuvedeno,
1974-01-01,1984-10-24,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L / ",,,2108840,.,.,.,742.10,0 / 0,BA 90,1046,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,2108840,BÍLÁ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AD291087,,OSOBNÍ,RSV,PROVOZOVANÉ,57,,,,False,False,False,False,,,,,,0,0,577645/2,,,,,1974,,0,0,,,,Neuvedeno,
1978-01-01,1987-07-01,780,,OSOBNÍ AUTOMOBIL,.,M1,.,"VAZ 2101 / ",,,2721722,.,.,.,VAZ 2101,0 / 0,BA 96,1198,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,2721722,ORANŽOVÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",945,1345/ 1345,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AE786285,,OSOBNÍ,RSV,ZÁNIK,58,,,,False,False,False,False,,,,,,0,0,3129594,,,,,1978,,0,0,,,KADAŇ,Neuvedeno,
1975-07-22,1975-07-22,780,,OSOBNÍ AUTOMOBIL,.,M1,.,"VAZ 2101 / ",,,1503360,.,.,.,VAZ 2101,0 / 0,BA 96,1198,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,1503360,ŽLUTÁ-TMAVÁ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",945,1345/ 1345,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AD877684,,OSOBNÍ,RSV,ZÁNIK,59,,,,False,False,False,False,barva sahara,,,,,0,0,1647766,,,,,1975,,0,0,,,TŘEBÍČ,Neuvedeno,
1977-01-01,1977-01-01,780,,OSOBNÍ AUTOMOBIL,.,M1,.,"VAZ 2101 / ",,,2146836,.,.,.,VAZ 2101,0 / 0,BA 96,1198,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,2146836,BÍLÁ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",945,1345/ 1345,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AN162820,AAI484875,OSOBNÍ,RSV,ZÁNIK,60,,,,False,False,False,False,"2x RZ+ORV uloženy OD ostrava, propadlá STK+emise",,,,,0,0,2397512,,,,,1977,,0,0,,,OSTRAVA,Neuvedeno,
1987-04-28,1987-04-28,1046-001-76,,OSOBNÍ AUTOMOBIL,.,M1,.,"ŠKODA 105 L / ",,,TMB10M00LH3450346,.,.,.,742.10,0 / 0,BA 90,1046,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,TMB10M00LH3450346,ŠEDÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",875,1275/ 1275,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AI332036,,OSOBNÍ,RSV,ZÁNIK,61,,,,False,False,False,False,závěsné zařízení s koulí iso 50 v. č. 2178,,,,,0,0,630066/1,,,,,1987,,0,0,,,HAVLÍČKŮV BROD,Neuvedeno,
1976-01-01,1983-06-08,870,,OSOBNÍ AUTOMOBIL,.,M1,.,"VAZ 2103 / ",,,0638177,.,.,.,VAZ 2103,0 / 0,BA 96,1452,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,0638177,HNĚDÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",1020,1420/ 1420,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AE125019,,OSOBNÍ,RSV,ZÁNIK,62,,,,False,False,False,False,odevzdány 2 kusy spz dne 16.12.1998,,,,,0,0,0653824,,,,,1976,,0,0,,,BOSKOVICE,Neuvedeno,
1966-01-01,1983-07-19,437,,OSOBNÍ AUTOMOBIL,.,M1,.,"TRABANT 601 / ",,,11-15646,.,.,.,P 60,0 / 0,BA 80,595,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,11-15646,ZELENÁ-ZÁKLADNÍ,ŽLUTÁ-SVĚTLÁ,4 / 4 / 0,0/ 0/ 0,0,"/ / / ",615,950/ 950,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AB679239,,OSOBNÍ,RSV,ZÁNIK,63,,,,False,False,False,False,,,,,,0,0,60-293591,,,,,1966,,0,0,,,MĚLNÍK,Neuvedeno,
